Component_1,Smiles_1,H_1,T_1,Component_2,Smiles_2,H_2,T_2,T_EP,X_1
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,317.39,0.91
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,467.35,0.20
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,436.25,0.30
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,393.45,0.42
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,348.85,0.51
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,333.62,0.55
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,319.62,0.61
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,308.52,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,310.43,0.78
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,310.35,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,316.97,0.90
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,443.25,0.21
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,419.55,0.29
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,380.75,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,358.35,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,334.28,0.55
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,292.76,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,296.26,0.64
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,295.70,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,311.59,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,548.53,0.05
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,513.35,0.12
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,505.70,0.16
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,483.78,0.21
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,473.40,0.25
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,444.35,0.31
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,423.45,0.34
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,373.75,0.44
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,343.85,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,324.20,0.55
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.05,0.59
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,313.20,0.66
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,313.38,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,315.88,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.48,0.90
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,338.64,0.10
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,331.80,0.20
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,325.03,0.29
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,316.65,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,312.78,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,308.39,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,312.46,0.89
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,279.15,0.57
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,325.72,0.10
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,323.24,0.20
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,319.37,0.30
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,316.37,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,310.96,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,310.42,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,309.68,0.65
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,308.85,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,310.61,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,315.03,0.90
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,333.95,0.10
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,331.76,0.20
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,329.19,0.30
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,326.06,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,321.88,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,314.39,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,313.89,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,310.44,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,310.64,0.85
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,313.50,0.90
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,327.25,0.33
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,352.15,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,316.95,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,43.42,369.15,289.05,0.75
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,341.47,0.10
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,339.38,0.20
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,337.16,0.30
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,334.86,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,331.93,0.50
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,328.53,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,322.13,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,316.17,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,312.31,0.85
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,313.04,0.90
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,316.23,0.95
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,311.60,0.21
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,306.96,0.30
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,303.22,0.40
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,301.54,0.45
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,304.76,0.60
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,309.36,0.70
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,311.51,0.80
Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,Thymol,Cc1ccc(C(C)C)c(O)c1,19.65,323.50,314.17,0.90
Levulinic acid,CC(=O)CCC(=O)O,9.22,306.16,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,278.15,0.67
Levulinic acid,CC(=O)CCC(=O)O,9.22,306.16,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,262.00,0.75
Levulinic acid,CC(=O)CCC(=O)O,9.22,306.16,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,263.00,0.80
Levulinic acid,CC(=O)CCC(=O)O,9.22,306.16,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,263.20,0.83
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,DL-camphor,CC12CCC(CC1=O)C2(C)C,5.90,448.15,307.00,0.50
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,246.15,0.50
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,Phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O,19.16,349.85,291.35,0.43
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,316.15,0.50
Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,Tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,,421.15,303.15,0.50
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,294.05,0.33
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,287.45,0.50
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,280.95,0.67
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,324.75,0.33
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,320.85,0.50
Limonene,C=C(C)[C@@H]1CC=C(C)CC1,11.38,199.18,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,320.65,0.67
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,33.40,266.25,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,202.15,0.50
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,Alanine,CC([NH3+])C(=O)[O-],22.00,570.15,318.15,0.50
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,318.15,0.50
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,570.35,0.05
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,538.38,0.10
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,505.68,0.15
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,474.48,0.20
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,441.62,0.25
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,417.18,0.30
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,358.52,0.40
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,334.55,0.45
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,338.42,0.50
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,345.92,0.55
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,358.68,0.60
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,364.75,0.65
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,371.42,0.70
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,376.42,0.75
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,383.62,0.80
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,387.88,0.85
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,391.75,0.90
Malic Acid,O=C(O)CC(O)C(=O)O,33.52,404.30,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,395.18,0.94
Malonic Acid,O=C(O)CC(=O)O,23.10,407.46,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,285.15,0.52
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,547.75,0.10
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,496.65,0.20
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,438.88,0.30
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,377.52,0.40
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,332.52,0.50
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,353.58,0.60
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,364.48,0.70
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,377.85,0.80
Mannose,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,24.69,407.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,391.75,0.90
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,541.50,0.10
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,497.30,0.20
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,447.50,0.30
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,408.60,0.40
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,371.70,0.50
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,315.20,0.70
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,312.30,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,310.10,0.90
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,529.30,0.10
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,463.40,0.20
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,418.50,0.30
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,376.80,0.40
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,335.10,0.50
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.30,0.60
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,315.70,0.70
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.90,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,322.40,0.90
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,321.00,0.10
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,319.40,0.20
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,317.70,0.30
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,314.70,0.40
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,312.50,0.50
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,309.10,0.60
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,304.90,0.70
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,301.20,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hexadecan-1-ol,CCCCCCCCCCCCCCCCO,60.96,324.40,309.90,0.90
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Hydroquinone ,Oc1ccc(O)cc1,27.11,445.45,398.50,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,302.15,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,312.22,0.25
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,307.23,0.40
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,304.33,0.50
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,299.62,0.60
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,294.64,0.67
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,291.32,0.80
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,299.07,0.90
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,324.97,0.10
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,322.84,0.20
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,319.74,0.30
Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,317.10,0.40
