Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,PD,Type,groups
Levulinic acid,ChCl,CC(=O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,263.0,No,Type III,130.0
Levulinic acid,ChCl,CC(=O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,263.2,No,Type III,130.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.1,407.3,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.15,399.2,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.2,370.5,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.3,357.8,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.35,329.4,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.4,305.8,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.45,290.6,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.5,302.1,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.6,308.5,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.65,315.4,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.7,319.4,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.8,326.5,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.85,329.8,Yes,Type V,131.0
Lidocaine,DL-camphor,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.9,337.1,Yes,Type V,131.0
Lidocaine,Ibuprofen,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.5,246.15,No,Type V,132.0
Lidocaine,Stearic Acid,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCCCCCCCCCCCCCCC(=O)O,0.5,316.15,No,Type V,133.0
Lidocaine,Tetracaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.5,303.15,No,Type V,134.0
Limonene,Capric Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.35,294.05,No,Type V,135.0
Limonene,Capric Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.5,287.45,No,Type V,135.0
Limonene,Capric Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.65,280.95,No,Type V,135.0
Limonene,Myristic Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.35,324.75,No,Type V,136.0
Limonene,Myristic Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.5,320.85,No,Type V,136.0
Limonene,Myristic Acid,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.65,320.65,No,Type V,136.0
Linoleic acid,Lidocaine,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.5,202.15,No,Type V,137.0
Malic Acid,Alanine,O=C(O)CC(O)C(=O)O,CC([NH3+])C(=O)[O-],0.5,318.15,No,Type III,138.0
Malic Acid,Betaine,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CC(=O)[O-],0.5,318.15,No,Type III,139.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,538.38,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,505.68,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,474.48,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,441.62,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,417.18,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,358.52,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,334.55,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,338.42,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,345.92,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,358.68,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.65,364.75,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,371.42,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.75,376.42,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,383.62,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,387.88,Yes,Type III,140.0
Malic Acid,ChCl,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,391.75,Yes,Type III,140.0
Malonic Acid,ChCl,O=C(O)CC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,285.15,No,Type III,141.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.1,547.75,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.2,496.65,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,438.88,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,377.52,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,332.52,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,353.58,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.7,364.48,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.8,377.85,Yes,Type III,142.0
Mannose,ChCl,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.9,391.75,Yes,Type III,142.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.1,541.5,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.2,497.3,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.3,447.5,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.4,408.6,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.5,371.7,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.7,315.2,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.8,312.3,Yes,Type III,143.0
Menthol,Betaine,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.9,310.1,Yes,Type III,143.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.1,529.3,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.2,463.4,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,418.5,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,376.8,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,335.1,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,316.3,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.7,315.7,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.8,316.9,Yes,Type III,144.0
Menthol,ChCl,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.9,322.4,Yes,Type III,144.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.1,321.0,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.2,319.4,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.3,317.7,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.4,314.7,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.5,312.5,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.6,309.1,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.7,304.9,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.8,301.2,Yes,Type V,145.0
Menthol,Hexadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.9,309.9,Yes,Type V,145.0
Menthol,Hydroquinone ,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Oc1ccc(O)cc1,0.8,398.5,No,Type V,146.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.15,342.636,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.25,337.13,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.35,330.652,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.45,323.526,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.55,319.964,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.65,304.741,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.7,300.206,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.75,291.138,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8,294.7,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.85,301.502,Yes,Type V,147.0
Menthol,Ibuprofen,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.9,307.332,Yes,Type V,147.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.1,316.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.2,312.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.25,312.22,No,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.3,310.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.4,306.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.5,302.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.6,297.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.65,294.64,No,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.7,289.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.8,299.0,Yes,Type V,148.0
Menthol,Lauric Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.9,307.0,Yes,Type V,148.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.1,324.97,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.2,322.84,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.3,319.74,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.4,317.1,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.5,314.17,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.6,310.93,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.7,303.76,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.8,296.17,Yes,Type V,149.0
Menthol,Myristic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.9,306.35,Yes,Type V,149.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.1,330.1,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.2,328.9,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.3,327.3,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.4,325.1,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.5,322.3,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.6,318.9,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.7,313.4,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.8,307.8,Yes,Type V,150.0
Menthol,Octadecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.9,309.0,Yes,Type V,150.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.1,333.43,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.2,332.2,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.3,329.91,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.4,327.3,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.5,325.36,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.6,322.82,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.7,317.07,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.8,308.61,Yes,Type V,151.0
Menthol,Palmitic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.9,308.53,Yes,Type V,151.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.1,315.35,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.2,309.65,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.3,303.95,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.4,296.93,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.5,290.35,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.6,284.21,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.7,291.67,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.8,299.56,Yes,Type V,152.0
Menthol,Phenylpropionic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.9,307.46,Yes,Type V,152.0
Menthol,Salicylic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)c1ccccc1O,0.85,297.9,No,Type V,153.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.1,340.88,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.2,338.68,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.3,336.77,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.4,335.17,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.5,332.85,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.6,330.76,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.7,322.99,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.8,316.14,Yes,Type V,154.0
Menthol,Stearic Acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.9,308.6,Yes,Type V,154.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.2,412.048,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.4,396.175,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.5,389.825,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.6,377.127,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.65,368.238,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.75,327.603,Yes,Type V,155.0
Menthol,Testosterone,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.8,312.365,Yes,Type V,155.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.1,317.9,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.2,308.3,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.3,281.3,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.4,278.3,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.45,265.4,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.65,263.9,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.7,272.4,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.8,295.5,Yes,Type V,156.0
Menthol,Thymol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Cc1ccc(C(C)C)c(O)c1,0.9,304.4,Yes,Type V,156.0
Myristic Acid,[N1111]Cl,CCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.1,573.65,Yes,Type III,157.0
